time,author,messsage
40:12:00,Sayali Marathe,​what's your favourite chain coffee store in the uk?
40:12:00,Nick R,Oh weird I thought the griffen parts were cup markers
40:13:00,Sakar Kharel,NEPALI COFFEE ????
40:13:00,Harry T Dyer,I just want to buy D
40:14:00,Andy,are you harry potter's real dad?
40:14:00,Ranga Reddy,good
40:15:00,ScopedDawg,What grinder did you use for the sample packets for grind size? An EK43? Judging the distribution
40:16:00,Sebastian Hoelzl,Hi from Germany. Why do different Espressos have different Crema and how can I choose one with more crema? Great tasing :slightly_smiling_face:
40:16:00,danumihardja,Frinsa Sacharic Honey
40:16:00,Woozer73,Professor Griff?
40:16:00,Drew Morone,YES SLURPEE
40:17:00,Steve Cottrell,Will the Eagle One Prima have full pressure profiling or just preinfusion?
40:17:00,Oliver Merry,Poggers in the chat
40:17:00,Nuga Studio,HELLO FROM INDONESIA
40:18:00,Frank Fan,Haha @PrincessSynd hey there ^^
40:19:00,Sayali Marathe,​what's your favourite chain coffee store in the uk?
40:21:00,Nate Thoreson,Name the Griffon contest!
40:21:00,Timo Nagel,sampe s better than E
40:21:00,Harry Bizzle,"I thought E smelt like mud - it tasstes like it, too"
40:23:00,Ranga Reddy,india
40:23:00,Donny Brazeal,Do you have a preference of cupping spoon brand?
40:23:00,FilmBandit,my terrible cups ruined my ratio :(
40:24:00,Michael Liu,𝓔 𝓛 𝓖 𝓡 𝓘 𝓕𝓞
40:24:00,Marsha Lirios,HELLO FROM THE PHILIPPINES! Beginner here!
40:24:00,Andy W,hello from Indonesia! what do you think of Indonesia's coffee beans?
40:26:00,Harjeev Bhatyani,how does breaking the crust stop brewing
40:26:00,Build 2 Last,How to taste sweetness inside our cups ?
40:27:00,Brew,5 gallon carboy then 36g shot
40:27:00,Sakar Kharel,HAVE YOU TRIED EPALI COFFEE
40:28:00,ELI M,Philippines :night_with_stars:
40:28:00,chintelinside,Just woke up :-)... where do I start?
40:29:00,Dumitru Melenteanu,"do not drink the sample; it's very, very bad"
40:29:00,David M,Java the Griffin
40:30:00,John Doyle,"ebay 2050, someone will buy it"
40:31:00,Vilius Astrauskis,Hi james. greeting from Lithuania!!!!! love the stream!!!
40:31:00,Malt & Pepper,"I find it very hard to taste at this ratio, is very subtle"
40:32:00,dan dan,I want to just skip E.... it’s so awful
40:32:00,Zebbo Leppo,CUP THE SAMPLE
40:32:00,Jie Qiang Li,what product do you use in your hair?
40:32:00,Sun Don't Shine Designs,grind sample is 11g btw
40:32:00,AndrewAlex92,I did drink it. It wasn't horrendous but wouldn't recommend it
40:33:00,s c,Hello from Sunset brewery
40:34:00,Calvin Tee,"i might set the slurp as my alarm ringtone, that will wake anyone up :grinning_face:"
40:34:00,Space,Trevor the griffin
40:35:00,Arnaud Pascal,Please what do you think of Laurina varieties ? Have you tried some cultivated in french islands ?
40:35:00,David Lutkin,:hot_beverage:
40:35:00,Sakar Kharel,NEPALI COFFEE ???
40:36:00,Noah Petry,c is like rootbeer
40:37:00,redpandamaniacal,I kinda wish I had prepared wider cups.
40:37:00,AridTag,I drank it. It was fine
40:37:00,Harry T Dyer,GRIFFON IS CALLED SLURPY
40:37:00,Shauleen,"I did, its good"
40:37:00,Henry Compson,Don't drink the grind size
40:37:00,Grumpy Grunt,THUNDERSLURP!!!
40:38:00,Daniel Walls,:thanksdoc:
40:39:00,Dana_Hach,Grind size can be F
40:39:00,Win Anderson,"Jimmy, let's bust out the whiskey and cigars!"
40:39:00,Michael Kofman,Hey Nicholas
40:40:00,D R,I've drunk all the coffee already
40:40:00,Kyle Monsalud,do you have to fill a cupping bowl to the top?
40:40:00,Margaret Thatcher,I drank it all hours ago
40:40:00,Linda D,hello from Canada
40:41:00,cameronbatko,Was planning to today
40:41:00,Harris Chalk,Hi from scotland
40:43:00,Oleg Kryczewski,"Hello from Belarus, James! :)"
40:43:00,Gamze Yılmaz,I didn't
40:43:00,x plsl x,Yemeni coffee?
40:44:00,Mohammed Al-Otaibi,Salutions from Saudi!
40:44:00,thecatspajamas19,I aeropressed the grind sample. it was nice!
40:45:00,Jenna Huynh,the grind sample is a natural processed geisha
40:46:00,MackerelCat,I will keep the grind size in the car boot in case I get stuck somewhere
40:46:00,Roger Liem,hello from Indonesia! what do you think of Indonesia's coffee beans?
40:47:00,Mark Roberts,What’s the story behind SQuare miles name?
40:47:00,J J,Im making cold brew with the grind sample
40:49:00,Jerney Geier,Is the griffin inspired by Harry Potter
40:49:00,Arnaud Pascal,Please what do you think of Laurina varieties ? Have you tried some cultivated in french islands ?
40:49:00,tau,any packet drinkers in the chat? @Xefox Music
40:50:00,Patrick Habana,just using another coffee just to follow because I don't have any of your coffee :(
40:50:00,internetordinary,Can someone remind me at what temp the cups are good to drink?
40:51:00,Hsein Shabshoul,I kept my grind sample from last year lol
40:51:00,The Trim Tab,@Frank Fan a little late for our time zone
40:51:00,Raven,I did drink it it tasted like a Rwandan one
40:51:00,Phil A,DAMBI UUDO
40:52:00,Henry Tung,"the grind size sample, is that suited for v60 more or less?"
40:52:00,مؤمن صهيبا,:grinning_face::grinning_face:كل خرا لا تدوخني
40:52:00,MackerelCat,emergency brew
40:53:00,Sun Don't Shine Designs,my entire kitchen smells like E
40:53:00,brewlessordinary brewlessordinary,Hi to Ron Burgandys Coffee Club :smiling_face_with_heart_eyes::hot_beverage:
40:54:00,Jeremy Brown,the grind sachet is a control? :winking_face:
40:56:00,Mr Crapsalot,Griffon is now Sloorpy
40:56:00,Albus Dumbledore,How does the sachet of water work?
40:57:00,Darren Whittington,Sample dident smell good
40:57:00,Albert C.,Have you tried Taiwanese coffee?
40:57:00,Sakar Kharel,HAVE YOU TRIED NEPALI COFFEE
40:57:00,Daniel Tsuji,I opened mine to feel the size
40:58:00,Juan Zapata,Opinions on COLOMBIAN Coffee?
40:58:00,Michael Gillaspy,"Haha, I opened mine, can't save it. Found it easier to judge grind size by touch."
41:00:00,TheLordFisch,i love e so far
41:01:00,Lewis,do you drink pod coffee
41:01:00,Andrew Mcellistrim,Grind size sample tastes grim
41:01:00,Josh ua,didn't receive the coffee
41:01:00,Ross Elias,LONG LIVE SLURPY THE GRYPHON
41:02:00,Sun Don't Shine Designs,Do you ever eat whole beans?
41:02:00,Maybelle Comedia,PH :red_heart:
41:04:00,michalis9,E can go
41:04:00,Wangla,"Thank you for answering the question about Indian coffees. If you somehow see this message, do checkout KC Roasters and Blue Tokai if possible."
41:04:00,Fakhri H,BERRY COOL JAMES
41:05:00,Margaret Thatcher,Should I drink coffee before an abortion?
41:05:00,mihatest,what micro meter range is sample?
41:06:00,Coffee With Tee,1am in Australia . any OZ here? :slightly_smiling_face:
41:06:00,Lee Houston,c is by far my favourite
41:07:00,Margo Rodriguez,I used 196 degrees. Was that too cold?
41:09:00,مؤمن صهيبا,تخليني:face_with_tears_of_joy::face_with_tears_of_joy:
41:09:00,paul wilson,E reminds me of Greek coffee
41:09:00,Xefox Music,Packet drinker? No I stick to instant thanks
41:09:00,Jorge Tobar,Last panamanian coffee you had?
41:10:00,Sentrie,Any favorite Southeast Asian coffees? :slightly_smiling_face:
41:11:00,Ageng Pamungkas,Goat :goat:
41:12:00,Yaser,ههههههههههه
41:13:00,Patrick Joannisse,I made the mistake of tasting some gesha yesterday
41:13:00,Todd Lambert,Is E over roasted???
41:13:00,Elizabeth Lain,Slorpy the griffin!!
41:14:00,Lewis,do you drink pod coffee
41:14:00,Sameea Zia,aussies can barely keep their eyes open it’s too late
41:17:00,kem,"can you do it again please , hi from saudi arabia"
41:17:00,Jeremy Brown,I love Colombian coffee
41:17:00,Sakar Kharel,HAVE YOU TRIED NEPALI COFFEE
41:18:00,ydmf2,noob here.... am I crazy? E is my favourite!
41:18:00,jonathan kee,ANY MALAYSIANS HERE???
41:19:00,Alguien Juan del Pueblo,Opinion on Puerto Rican coffee
41:19:00,Jack Savva,Is your roastery in East London?
41:19:00,TimeBanditRP,This is great!
41:20:00,Luis Felipe Sanchez,E tastes like NASCAR - in a bad way
41:21:00,"Treemeals Co.,Ltd.",anyone from Thailand like me cupping right before going to bed? lol
41:22:00,Roger Liem,name the gryphon!
41:22:00,Bedroefd :,Is it worth to roast your own coffee at home in the oven?
41:23:00,Mark Roberts,Slurpy the Gryphon is genius
41:23:00,Corjaantje,Whats your favorite liquor to combine with coffee?
41:23:00,chrisgoatpher,so many filipinos praying with st. james
41:23:00,Ponder Productions,B delivious
41:24:00,jay flexia,What if i’m getting very little from most cups??
41:25:00,Frank Fan,@PrincessSynd still alright these days I guess plus it's weekend still okay la. So many people here haha
41:25:00,Pratyay Ghosh,hi James
41:26:00,MoonlightBuilds CY,can we drink the rest of the cups after tasting?
41:26:00,Tanya Pobuda,"Hello from Toronto, Canada. We love your channel!"
41:27:00,Sakar Kharel,ANY NEPALI COFFEE
41:27:00,Doug Cutaiar,C and D are the favorite
41:27:00,sukanya sarkar,Slurp
41:28:00,Lewis,do you drink pod coffee
41:32:00,Bruce Klorfine,Nepalese coffee?
41:32:00,Eduardo Namura,What about Portuguese coffee!? Have you heard of it!? Made in the Azores
41:32:00,Jakub Vohrna,Prague team here
41:32:00,Maelrawn,MALAYSIA represent
41:32:00,Ross Elias,What does slurpy think of E?
41:33:00,isnerdy,"Loving C and D, but E is very challenging :confused_face:"
41:33:00,Kopi_____bee By cup bee cafe,Mt.apo:red_heart::red_heart::red_heart::red_heart:
41:33:00,Xefox Music,What coffee is best for coffee cake?
41:34:00,alkhyphenali,hi from Malaysia
41:34:00,mnsh111,ليش زعلان
41:34:00,Juan Zapata,Opinions on COLOMBIAN coffee?
41:34:00,Andy W,how about Indonesia's coffee beans?
41:35:00,Tim Braun,:red_heart:
41:36:00,Monica C,Yes Malaysian here!
41:36:00,TinTownKing,whoops... didn't realise about the ratio :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:
41:37:00,toby_belize,Good morning from Belize
41:37:00,Sven,Sand33333rtje!
41:37:00,mattscarf,It’s not worth getting grind size exactly the same for each coffee? I used the same setting for all 5
41:38:00,Seth T,"hello from seattle, wa!"
41:38:00,Alexander Pahos,Thoughts on Australian Coffee?
41:39:00,Hugo Ferreira,E gave me kenco vibes
41:39:00,Margaret Thatcher,How many of these people watching or naked right now?
41:40:00,Elizabeth Stokes,What is your favorite coffee?
41:40:00,smellysiac ellysiac,have you tried coffee from Australia? if so is there any beans you would recommend. I always love new beans to try:red_heart::red_heart::red_heart:
41:40:00,tomecin,Q: Can you tell if you will like a coffee just by smelling the beans? Is that a skill you have to develop?
41:41:00,مؤمن صهيبا,معلم هي القهوة عميد
41:41:00,Gabriel Sanhueza,E tastes like gas station coffee....
41:42:00,Lewis,do you drink pod coffee
41:44:00,Roon,How is your hair so perfect?
41:45:00,Yazan Eid,Have you tried Saudi coffee?
41:45:00,Christian S.,Whos marlen brando
41:45:00,Arnaud Pascal,Please what do you think of Laurina varieties ? Have you tried some cultivated in french islands ?
41:47:00,Daniel Gould,"James, why no milk?"
41:47:00,Alguien Juan del Pueblo,Have you tried Puerto Rican coffee
41:48:00,Vihan Jain,"KC roasters...it's good, but it's practically burnt coffee for James..."
41:48:00,Juan Zapata,Opinions on COLOMBIAN coffee?
41:49:00,Rishabh Sinha,Will this be uploaded like the last one as well so we can watch later if we missed this?
41:49:00,Roger Liem,hello from Indonesia! what do you think of Indonesia's coffee beans?
41:49:00,Faquppl,grind sample is for the grinding reference... it was kinda bland...
41:49:00,Jack Savva,Where is your roastery based??
41:49:00,Jay Chimo,Drank the grind size and it was floor sweepings
41:50:00,Richard Perriss,Didn’t taste the grind size example - didn’t smell inviting.
41:50:00,Build 2 Last,Have you ever taste Indonesian Coffee ?
41:51:00,Harresh R,Malaysiaaaaaa
41:52:00,Build 2 Last,Have you ever taste Indonesian Coffee ?
41:52:00,Jon Reed,The Griffin is the symbol of the City of London - Square Mile
41:53:00,sukanya sarkar,Indian coffee suggestion
41:55:00,MackerelCat,b and c are nice
41:55:00,Rob Clapham,"if I mix together all the leftover beans in the bags, Will it make a nice tasting espresso..... we will see!"
41:55:00,"Yes, have some",E is disgusting
41:56:00,Albus Dumbledore,what is third wave water?
41:56:00,Christian S.,ASMR
41:58:00,Youth Uber,@James Your slurp is waaaaaaay louder than last year lol
41:58:00,BP P,woaaaa i can't believe it this is live!!! Love ya James :revolving_hearts::revolving_hearts::revolving_hearts::revolving_hearts:
41:59:00,The Trim Tab,@Najib Azmi apa khabar?
42:00:00,Brian Tenney,"Weirdly, I don't like the smell of E, but I like the taste."
42:01:00,Francisco López Rodríguez,"Greetings from Mexico City! Great beans in my country, by the way, and my home preparation has gotten better thanks to you!"
42:02:00,Sarunas Stelmokas,Hi from LITHUANIA ;)
42:02:00,chintelinside,Hello from California... just woke up.. where do I start... ? Also is it ok to brush teeth before tasting or does that affect the palette
42:02:00,Maybelle Comedia,e is like corn coffee
42:02:00,Judy Nisita,I was too late to get the kit. So sad.
42:03:00,jonathan kee,LIBERICA HARD TO FIND THOUGH...
42:03:00,Sun Don't Shine Designs,What's your go-to coffee drink order?
42:04:00,marconk1,"Can we blend altogether the leftover, brew it and and experiment the result?"
42:04:00,Joey Potts,i hated D to start with but really liking it after a few runs
42:04:00,Simon Fairman,Just going to put a Nespresso on :goodvibes:
42:05:00,Galatite,Drink the grind size sample as a grand finale!
42:06:00,EspressoFun,Did I do it wrong if there is not a lot of crust?
42:06:00,Edge,Have you tasted coffee from the Philippines?
42:06:00,Quatsch82,thoughts about nepalese coffee?
42:06:00,Sakar Kharel,HELLO JAMES HAVE YOU TRIED NEPALI COFFEE
42:06:00,Jorey Kiva,How about coffees from Thailand?
42:07:00,Harry T Dyer,not got many notes for a and B. is that ok?
42:08:00,Jimmy Kuo,What does Finish mean?
42:08:00,Rodney Tan,Should try Malaysia Sabah Coffee!
42:09:00,Albert C.,Taiwanese coffee?
42:10:00,Ahmd Faaiz,Hello from Malaysia James :waving_hand:
42:10:00,Be Free And Brave,like C the best
42:11:00,Adam,what's your opinion of turkish coffee?
42:12:00,jarne evens,Hello james what is your room temperature
42:12:00,Alexander Pahos,What do u think of Australian coffee?
42:12:00,Herinel,Have you tried Dominican Republic coffee beans?
42:12:00,Mars Sambo,Barako coffee from the Philippines?
42:12:00,Hazel,How about Philippine coffeeeeee
42:13:00,Science with the Soeparmonos,wohooo indonesian unite!
42:14:00,Kich 6,Do different flavors come out at different times as the temperature decreases?
42:14:00,David Philippe,"my favorite is C, but D had an interesting flavour profile"
42:15:00,Andy W,thank you sir! :)
42:15:00,Lewis,do you drink pod coffee
42:16:00,Vincenzo Colantonio,As italian i think i know what E is
42:19:00,Toriel,will you ever make a video about bean to cup coffe machines?
42:20:00,Ian Armstrong,I went on a hole coffee tour through in Indonesia. Absolutely loved it.
42:20:00,"Treemeals Co.,Ltd.",What's your idea on Thailand's beans?
42:20:00,Nephtalí Garrido González,Greetings from Mexico! Have you tested Mexican coffees?
42:21:00,MackerelCat,"E is hangover, sleep deprived, got to work coffee"
42:21:00,Sarah Byington,ahh whats wrong with E
42:21:00,Stingray,E for Excretion
42:21:00,Lewis,do you drink pod coffee
42:21:00,Peter Arnold,:dragon: SLURPY APPROVES :dragon:
42:22:00,Logan Brueck,Does it screw it up if my bowls are too wide?
42:22:00,Jack Savva,Have you tried Greek coffee?
42:24:00,chrisgoatpher,im here for the smr too
42:24:00,Tony Sammarco,"Hello from Raleigh, North Carolina! Can we purchase more kits and replay the event to cup with more of our family and friends?! Really enjoying with my son!"
42:24:00,MoonlightBuilds CY,how much coffee do you drink a day James
42:24:00,PixelatedMess,have you ever tried pink lane coffee roasters in newcastle
42:25:00,Arnaud Pascal,Please what do you think of Laurina varieties ? Have you tried some cultivated in french islands ?
42:25:00,Bryor H,"I'm so lost on this, haven't ever done one before and just at a loss in terms of descriptors. they're all different, but one straight up tastes purple..."
42:26:00,Simon York,The Griffin should be named svvveeereeep... and only pronounced when slurping.
42:26:00,Charlie Wow,I opened my grind sample. I interpret grind better by feel than by eye. So i will not be keeping it lol
42:26:00,x plsl x,OPINIONS ON YEMENI COFFEE?
42:26:00,Lewis,do you drink pod coffee
42:26:00,ethanator555,I'm missing B :(
42:26:00,Billy Chan,D is tasty
42:27:00,Dache12,A has changed and it's even better than 10 minutes ago
42:28:00,Tiffany Rose,SAMPLE CAN BE BASELINE GRIND 4 BREWING DISCUSSION
42:28:00,Alguien Juan del Pueblo,Have you tried Puerto Rican coffee?
42:28:00,Sloth,How about coffee from the Philippines?
42:29:00,pear7777,the wife is not happy with some of the tastes....
42:29:00,Cha Antinor,What do you think of Philippine coffee beans? Have you tried some before?
42:29:00,autoexec,Can these coffees or at least the D be purchased in SquareMile webstore or?
42:29:00,M.F. Ü.,RECON COFFEE
42:30:00,JV Tamayo,Have you tried Philippine Coffee?
42:30:00,Arion Valera,How about philippine coffee?
42:30:00,Yazan Eid,Have you tried Saudi coffee?
42:30:00,AR R,"what's your favourite (go to) coffee drink? Espresso, pour over etc?"
42:30:00,Tom TPT,are you sure E is coffee?
42:30:00,Sameea Zia,how about australian coffee??
42:31:00,Juan Zapata,Colombian coffee?
42:31:00,Velcropants,Im getting a teste of banjoes and Hedges
42:31:00,Dawood Hassan,Love from Pakistan.
42:32:00,Bedroefd :,Tanzanian coffee?
42:33:00,Alex Burck,How do I taste for acidity?
42:34:00,Joey Potts,i've never had anything like E before so interested to see what it is
42:34:00,Adam,how do you feel about turkish coffee ^^?
42:34:00,Drew Morone,Have you tried any coffees from New Jersey?
42:34:00,Daniel Lucas,"Bouncing on the Indonesian coffee type, what do you think about Timorense coffee ?"
42:34:00,Damian Hubisz,"James, i've missed this round of Wold's largest Coffe Testing. Are you planning to do it annually?"
42:34:00,Sakar Kharel,DO YOU KNOW ABOUT NEPALI COFFEE ?????????????????????????????????????????????????????????????
42:38:00,K Christiansen,"We're in Yonkers! It's just a silly name for a place, really."
42:38:00,مؤمن صهيبا,حجي يا حجي بدنا تختصر بكفي صارلك ساعة بتحكي على الفاضي :grinning_face::grinning_face:
42:40:00,Anubhav Chakravorty,Is there any hope for fruity coffees based in India?
42:40:00,Orange Peals,Are there any USA-grown coffees?
42:43:00,Diegas,is it true that for begginers it's easy to confuse acidity with bitterness?
42:44:00,Gleb Baykalov,Regarding Russian Coffee Tasting record - maybe you get over to Moscow to taste our roasters after the whole pandemic is over?
